"Gate Voltage","Gate Int. Voltage","Gate Current","Drain Voltage","Drain Int. Voltage","Drain Current","Source Voltage","Source Int. Voltage","Source Current"
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2635230920e-20,0.0000000000e+00,0.0000000000e+00,-1.2358961950e-16
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,2.5000000000e-01,2.5000000000e-01,5.5856559790e-06,0.0000000000e+00,0.0000000000e+00,-5.5856559790e-06
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,5.0000000000e-01,5.0000000000e-01,1.1129772980e-05,0.0000000000e+00,0.0000000000e+00,-1.1129772980e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,7.5000000000e-01,7.5000000000e-01,1.6630421440e-05,0.0000000000e+00,0.0000000000e+00,-1.6630421440e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,2.2083765840e-05,0.0000000000e+00,0.0000000000e+00,-2.2083765840e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.2500000000e+00,1.2500000000e+00,2.7483516390e-05,0.0000000000e+00,0.0000000000e+00,-2.7483516390e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.5000000000e+00,1.5000000000e+00,3.2822219580e-05,0.0000000000e+00,0.0000000000e+00,-3.2822219580e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.7500000000e+00,1.7500000000e+00,3.8092287970e-05,0.0000000000e+00,0.0000000000e+00,-3.8092287970e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,2.0000000000e+00,2.0000000000e+00,4.3286164980e-05,0.0000000000e+00,0.0000000000e+00,-4.3286164980e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,2.2500000000e+00,2.2500000000e+00,4.8396672030e-05,0.0000000000e+00,0.0000000000e+00,-4.8396672030e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,2.5000000000e+00,2.5000000000e+00,5.3417039730e-05,0.0000000000e+00,0.0000000000e+00,-5.3417039730e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,2.7500000000e+00,2.7500000000e+00,5.8341247820e-05,0.0000000000e+00,0.0000000000e+00,-5.8341247820e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,3.0000000000e+00,3.0000000000e+00,6.3164140380e-05,0.0000000000e+00,0.0000000000e+00,-6.3164140380e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,3.2500000000e+00,3.2500000000e+00,6.7882032870e-05,0.0000000000e+00,0.0000000000e+00,-6.7882032870e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,3.5000000000e+00,3.5000000000e+00,7.2492791010e-05,0.0000000000e+00,0.0000000000e+00,-7.2492791010e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,3.7500000000e+00,3.7500000000e+00,7.6994973910e-05,0.0000000000e+00,0.0000000000e+00,-7.6994973910e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,4.0000000000e+00,4.0000000000e+00,8.1387256070e-05,0.0000000000e+00,0.0000000000e+00,-8.1387256070e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,4.2500000000e+00,4.2500000000e+00,8.5668424420e-05,0.0000000000e+00,0.0000000000e+00,-8.5668424420e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,4.5000000000e+00,4.5000000000e+00,8.9837610410e-05,0.0000000000e+00,0.0000000000e+00,-8.9837610410e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,4.7500000000e+00,4.7500000000e+00,9.3894529070e-05,0.0000000000e+00,0.0000000000e+00,-9.3894529070e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,5.0000000000e+00,5.0000000000e+00,9.7839340840e-05,0.0000000000e+00,0.0000000000e+00,-9.7839340840e-05
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,5.2500000000e+00,5.2500000000e+00,1.0167279340e-04,0.0000000000e+00,0.0000000000e+00,-1.0167279340e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,5.5000000000e+00,5.5000000000e+00,1.0539621740e-04,0.0000000000e+00,0.0000000000e+00,-1.0539621740e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,5.7500000000e+00,5.7500000000e+00,1.0901150370e-04,0.0000000000e+00,0.0000000000e+00,-1.0901150370e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,6.0000000000e+00,6.0000000000e+00,1.1252105660e-04,0.0000000000e+00,0.0000000000e+00,-1.1252105660e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,6.2500000000e+00,6.2500000000e+00,1.1592773990e-04,0.0000000000e+00,0.0000000000e+00,-1.1592773990e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,6.5000000000e+00,6.5000000000e+00,1.1923478580e-04,0.0000000000e+00,0.0000000000e+00,-1.1923478580e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,6.7500000000e+00,6.7500000000e+00,1.2244559890e-04,0.0000000000e+00,0.0000000000e+00,-1.2244559890e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,7.0000000000e+00,7.0000000000e+00,1.2556357480e-04,0.0000000000e+00,0.0000000000e+00,-1.2556357480e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,7.2500000000e+00,7.2500000000e+00,1.2859195260e-04,0.0000000000e+00,0.0000000000e+00,-1.2859195260e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,7.5000000000e+00,7.5000000000e+00,1.3153374530e-04,0.0000000000e+00,0.0000000000e+00,-1.3153374530e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,7.7500000000e+00,7.7500000000e+00,1.3439175730e-04,0.0000000000e+00,0.0000000000e+00,-1.3439175730e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,8.0000000000e+00,8.0000000000e+00,1.3716856610e-04,0.0000000000e+00,0.0000000000e+00,-1.3716856610e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,8.2500000000e+00,8.2500000000e+00,1.3986662540e-04,0.0000000000e+00,0.0000000000e+00,-1.3986662540e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,8.5000000000e+00,8.5000000000e+00,1.4248834800e-04,0.0000000000e+00,0.0000000000e+00,-1.4248834800e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,8.7500000000e+00,8.7500000000e+00,1.4503600240e-04,0.0000000000e+00,0.0000000000e+00,-1.4503600240e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,9.0000000000e+00,9.0000000000e+00,1.4751179220e-04,0.0000000000e+00,0.0000000000e+00,-1.4751179220e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,9.2500000000e+00,9.2500000000e+00,1.4991787400e-04,0.0000000000e+00,0.0000000000e+00,-1.4991787400e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,9.5000000000e+00,9.5000000000e+00,1.5225635770e-04,0.0000000000e+00,0.0000000000e+00,-1.5225635770e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,9.7500000000e+00,9.7500000000e+00,1.5452930360e-04,0.0000000000e+00,0.0000000000e+00,-1.5452930360e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.0000000000e+01,1.0000000000e+01,1.5673871350e-04,0.0000000000e+00,0.0000000000e+00,-1.5673871350e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.0250000000e+01,1.0250000000e+01,1.5888650900e-04,0.0000000000e+00,0.0000000000e+00,-1.5888650900e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.0500000000e+01,1.0500000000e+01,1.6097454960e-04,0.0000000000e+00,0.0000000000e+00,-1.6097454960e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.0750000000e+01,1.0750000000e+01,1.6300459260e-04,0.0000000000e+00,0.0000000000e+00,-1.6300459260e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.1000000000e+01,1.1000000000e+01,1.6497828900e-04,0.0000000000e+00,0.0000000000e+00,-1.6497828900e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.1250000000e+01,1.1250000000e+01,1.6689722180e-04,0.0000000000e+00,0.0000000000e+00,-1.6689722180e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.1500000000e+01,1.1500000000e+01,1.6876290340e-04,0.0000000000e+00,0.0000000000e+00,-1.6876290340e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.1750000000e+01,1.1750000000e+01,1.7057685290e-04,0.0000000000e+00,0.0000000000e+00,-1.7057685290e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.2000000000e+01,1.2000000000e+01,1.7234057650e-04,0.0000000000e+00,0.0000000000e+00,-1.7234057650e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.2250000000e+01,1.2250000000e+01,1.7405556560e-04,0.0000000000e+00,0.0000000000e+00,-1.7405556560e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.2500000000e+01,1.2500000000e+01,1.7572343020e-04,0.0000000000e+00,0.0000000000e+00,-1.7572343020e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.2750000000e+01,1.2750000000e+01,1.7734534780e-04,0.0000000000e+00,0.0000000000e+00,-1.7734534780e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.3000000000e+01,1.3000000000e+01,1.7892278040e-04,0.0000000000e+00,0.0000000000e+00,-1.7892278040e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.3250000000e+01,1.3250000000e+01,1.8045727950e-04,0.0000000000e+00,0.0000000000e+00,-1.8045727950e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.3500000000e+01,1.3500000000e+01,1.8195009340e-04,0.0000000000e+00,0.0000000000e+00,-1.8195009340e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.3750000000e+01,1.3750000000e+01,1.8340248550e-04,0.0000000000e+00,0.0000000000e+00,-1.8340248550e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.4000000000e+01,1.4000000000e+01,1.8481566450e-04,0.0000000000e+00,0.0000000000e+00,-1.8481566450e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.4250000000e+01,1.4250000000e+01,1.8619079270e-04,0.0000000000e+00,0.0000000000e+00,-1.8619079270e-04
2.5000000000e+00,2.5000000000e+00,0.0000000000e+00,1.4500000000e+01,1.4500000000e+01,1.8752896670e-04,0.0000000000e+00,0.0000000000e+00,-1.8752896670e-04
