"Gate Voltage","Gate Int. Voltage","Gate Current","Drain Voltage","Drain Int. Voltage","Drain Current","Source Voltage","Source Int. Voltage","Source Current"
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.6516125130e-19,0.0000000000e+00,0.0000000000e+00,2.4580244020e-17
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,2.5000000000e-01,2.5000000000e-01,2.1742638350e-06,0.0000000000e+00,0.0000000000e+00,-2.1742638350e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,5.0000000000e-01,5.0000000000e-01,3.6036427390e-06,0.0000000000e+00,0.0000000000e+00,-3.6036427390e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,7.5000000000e-01,7.5000000000e-01,4.5192202070e-06,0.0000000000e+00,0.0000000000e+00,-4.5192202070e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.1856467810e-06,0.0000000000e+00,0.0000000000e+00,-5.1856467810e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,1.2500000000e+00,1.2500000000e+00,5.7085656090e-06,0.0000000000e+00,0.0000000000e+00,-5.7085656090e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,1.5000000000e+00,1.5000000000e+00,6.1351158440e-06,0.0000000000e+00,0.0000000000e+00,-6.1351158440e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,1.7500000000e+00,1.7500000000e+00,6.4921849190e-06,0.0000000000e+00,0.0000000000e+00,-6.4921849190e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,2.0000000000e+00,2.0000000000e+00,6.7970972100e-06,0.0000000000e+00,0.0000000000e+00,-6.7970972100e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,2.2500000000e+00,2.2500000000e+00,7.0612979870e-06,0.0000000000e+00,0.0000000000e+00,-7.0612979870e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,2.5000000000e+00,2.5000000000e+00,7.2926093780e-06,0.0000000000e+00,0.0000000000e+00,-7.2926093780e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,2.7500000000e+00,2.7500000000e+00,7.4964572040e-06,0.0000000000e+00,0.0000000000e+00,-7.4964572040e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,3.0000000000e+00,3.0000000000e+00,7.6766366180e-06,0.0000000000e+00,0.0000000000e+00,-7.6766366180e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,3.2500000000e+00,3.2500000000e+00,7.8359296990e-06,0.0000000000e+00,0.0000000000e+00,-7.8359296990e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,3.5000000000e+00,3.5000000000e+00,7.9763573880e-06,0.0000000000e+00,0.0000000000e+00,-7.9763573880e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,3.7500000000e+00,3.7500000000e+00,8.0999075900e-06,0.0000000000e+00,0.0000000000e+00,-8.0999075900e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,4.0000000000e+00,4.0000000000e+00,8.2099785980e-06,0.0000000000e+00,0.0000000000e+00,-8.2099785980e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,4.2500000000e+00,4.2500000000e+00,8.3107902620e-06,0.0000000000e+00,0.0000000000e+00,-8.3107902620e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,4.5000000000e+00,4.5000000000e+00,8.4043995260e-06,0.0000000000e+00,0.0000000000e+00,-8.4043995260e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,4.7500000000e+00,4.7500000000e+00,8.4922472300e-06,0.0000000000e+00,0.0000000000e+00,-8.4922472300e-06
3.0000000000e+00,3.0000000000e+00,0.0000000000e+00,5.0000000000e+00,5.0000000000e+00,8.5752833950e-06,0.0000000000e+00,0.0000000000e+00,-8.5752833950e-06
