"Gate Voltage","Gate Int. Voltage","Gate Current","Drain Voltage","Drain Int. Voltage","Drain Current","Source Voltage","Source Int. Voltage","Source Current"
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2564563910e-19,0.0000000000e+00,0.0000000000e+00,2.9558748500e-17
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,2.5000000000e-01,2.5000000000e-01,2.7106147820e-06,0.0000000000e+00,0.0000000000e+00,-2.7106147820e-06
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,5.0000000000e-01,5.0000000000e-01,5.2793387720e-06,0.0000000000e+00,0.0000000000e+00,-5.2793387720e-06
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,7.5000000000e-01,7.5000000000e-01,7.6713935730e-06,0.0000000000e+00,0.0000000000e+00,-7.6713935730e-06
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,9.8730797450e-06,0.0000000000e+00,0.0000000000e+00,-9.8730797450e-06
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.2500000000e+00,1.2500000000e+00,1.1880824890e-05,0.0000000000e+00,0.0000000000e+00,-1.1880824890e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.5000000000e+00,1.5000000000e+00,1.3683420670e-05,0.0000000000e+00,0.0000000000e+00,-1.3683420670e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.7500000000e+00,1.7500000000e+00,1.5267336220e-05,0.0000000000e+00,0.0000000000e+00,-1.5267336220e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,2.0000000000e+00,2.0000000000e+00,1.6635574670e-05,0.0000000000e+00,0.0000000000e+00,-1.6635574670e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,2.2500000000e+00,2.2500000000e+00,1.7814583710e-05,0.0000000000e+00,0.0000000000e+00,-1.7814583710e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,2.5000000000e+00,2.5000000000e+00,1.8842957880e-05,0.0000000000e+00,0.0000000000e+00,-1.8842957880e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,2.7500000000e+00,2.7500000000e+00,1.9756587420e-05,0.0000000000e+00,0.0000000000e+00,-1.9756587420e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,3.0000000000e+00,3.0000000000e+00,2.0582366970e-05,0.0000000000e+00,0.0000000000e+00,-2.0582366970e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,3.2500000000e+00,3.2500000000e+00,2.1338595870e-05,0.0000000000e+00,0.0000000000e+00,-2.1338595870e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,3.5000000000e+00,3.5000000000e+00,2.2035350260e-05,0.0000000000e+00,0.0000000000e+00,-2.2035350260e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,3.7500000000e+00,3.7500000000e+00,2.2675578050e-05,0.0000000000e+00,0.0000000000e+00,-2.2675578050e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,4.0000000000e+00,4.0000000000e+00,2.3256000980e-05,0.0000000000e+00,0.0000000000e+00,-2.3256000980e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,4.2500000000e+00,4.2500000000e+00,2.3772376660e-05,0.0000000000e+00,0.0000000000e+00,-2.3772376660e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,4.5000000000e+00,4.5000000000e+00,2.4228939390e-05,0.0000000000e+00,0.0000000000e+00,-2.4228939390e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,4.7500000000e+00,4.7500000000e+00,2.4638701340e-05,0.0000000000e+00,0.0000000000e+00,-2.4638701340e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,5.0000000000e+00,5.0000000000e+00,2.5012557050e-05,0.0000000000e+00,0.0000000000e+00,-2.5012557050e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,5.2500000000e+00,5.2500000000e+00,2.5356838800e-05,0.0000000000e+00,0.0000000000e+00,-2.5356838800e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,5.5000000000e+00,5.5000000000e+00,2.5671461370e-05,0.0000000000e+00,0.0000000000e+00,-2.5671461370e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,5.7500000000e+00,5.7500000000e+00,2.5952970780e-05,0.0000000000e+00,0.0000000000e+00,-2.5952970780e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,6.0000000000e+00,6.0000000000e+00,2.6207111730e-05,0.0000000000e+00,0.0000000000e+00,-2.6207111730e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,6.2500000000e+00,6.2500000000e+00,2.6440925920e-05,0.0000000000e+00,0.0000000000e+00,-2.6440925920e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,6.5000000000e+00,6.5000000000e+00,2.6658886090e-05,0.0000000000e+00,0.0000000000e+00,-2.6658886090e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,6.7500000000e+00,6.7500000000e+00,2.6864767310e-05,0.0000000000e+00,0.0000000000e+00,-2.6864767310e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,7.0000000000e+00,7.0000000000e+00,2.7060287140e-05,0.0000000000e+00,0.0000000000e+00,-2.7060287140e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,7.2500000000e+00,7.2500000000e+00,2.7246356230e-05,0.0000000000e+00,0.0000000000e+00,-2.7246356230e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,7.5000000000e+00,7.5000000000e+00,2.7424106370e-05,0.0000000000e+00,0.0000000000e+00,-2.7424106370e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,7.7500000000e+00,7.7500000000e+00,2.7594764620e-05,0.0000000000e+00,0.0000000000e+00,-2.7594764620e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,8.0000000000e+00,8.0000000000e+00,2.7759395100e-05,0.0000000000e+00,0.0000000000e+00,-2.7759395100e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,8.2500000000e+00,8.2500000000e+00,2.7918794170e-05,0.0000000000e+00,0.0000000000e+00,-2.7918794170e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,8.5000000000e+00,8.5000000000e+00,2.8073548770e-05,0.0000000000e+00,0.0000000000e+00,-2.8073548770e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,8.7500000000e+00,8.7500000000e+00,2.8224127990e-05,0.0000000000e+00,0.0000000000e+00,-2.8224127990e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,9.0000000000e+00,9.0000000000e+00,2.8370918070e-05,0.0000000000e+00,0.0000000000e+00,-2.8370918070e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,9.2500000000e+00,9.2500000000e+00,2.8514280090e-05,0.0000000000e+00,0.0000000000e+00,-2.8514280090e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,9.5000000000e+00,9.5000000000e+00,2.8654492850e-05,0.0000000000e+00,0.0000000000e+00,-2.8654492850e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,9.7500000000e+00,9.7500000000e+00,2.8791661750e-05,0.0000000000e+00,0.0000000000e+00,-2.8791661750e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.0000000000e+01,1.0000000000e+01,2.8925723000e-05,0.0000000000e+00,0.0000000000e+00,-2.8925723000e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.0250000000e+01,1.0250000000e+01,2.9056607890e-05,0.0000000000e+00,0.0000000000e+00,-2.9056607890e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.0500000000e+01,1.0500000000e+01,2.9184529590e-05,0.0000000000e+00,0.0000000000e+00,-2.9184529590e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.0750000000e+01,1.0750000000e+01,2.9309956900e-05,0.0000000000e+00,0.0000000000e+00,-2.9309956900e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.1000000000e+01,1.1000000000e+01,2.9433336140e-05,0.0000000000e+00,0.0000000000e+00,-2.9433336140e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.1250000000e+01,1.1250000000e+01,2.9555009840e-05,0.0000000000e+00,0.0000000000e+00,-2.9555009840e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.1500000000e+01,1.1500000000e+01,2.9675236690e-05,0.0000000000e+00,0.0000000000e+00,-2.9675236690e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.1750000000e+01,1.1750000000e+01,2.9794227650e-05,0.0000000000e+00,0.0000000000e+00,-2.9794227650e-05
3.5000000000e+00,3.5000000000e+00,0.0000000000e+00,1.2000000000e+01,1.2000000000e+01,2.9912163160e-05,0.0000000000e+00,0.0000000000e+00,-2.9912163160e-05
